Nom_du_festival,Code_postal_(de_la_commune_principale_de_deroulement),Commune_principale_de_deroulement,Region_principale_de_deroulement,Annee_de_creation_du_festival,Discipline_dominante,Site_internet_du_festival,Latitude,Longitude,Debut,Fin
Circulation(S),75019,Paris,Île-de-France,2011,"Arts visuels, arts numériques",https://www.festival-circulations.com/,48.8567,2.3508,janvier,juin
Italissimo,75004,Paris,Île-de-France,2016,"Livre, littérature",Italissimo festival.com,48.8567,2.3508,janvier,juin
Photosaintgermain,75006,Paris,Île-de-France,2010,"Arts visuels, arts numériques",www.photosaintgermain.com,48.8489680919,2.33267089859,septembre,décembre
Balla Boum,20253,Patrimonio,Corse,2015,Musique,http://ballaboum.com,42.7066867042,9.3670488048,juin,septembre
Salon Du Livre De Péronne,80200,Péronne,Hauts-de-France,2015,"Livre, littérature",www.ville-peronne.fr,49.928328669,2.93001266218,janvier,juin
Sur Un Petit Nuage,33600,Pessac,Nouvelle-Aquitaine,2002,Spectacle vivant,http://www.pessac.fr/,44.7915990521,-0.676303166277,septembre,décembre
Tribus D’Ailleurs,44630,Plesse,Pays de la Loire,2017,Spectacle vivant,http://www.festivaltribusdailleurs.fr/,47.5557486835,-1.89050130746,septembre,décembre
Armoricourt,22310,Plestin-les-Grèves,Bretagne,2009,"Cinéma, audiovisuel",https://www.festival-armoricourt.com,48.6476598998,-3.6197891944,septembre,décembre
Groove On Earth,29710,Plozevet,Bretagne,2015,Musique,Www.grooveonearth.com,47.9832115947,-4.40960157261,juin,septembre
Rock' O Marais,74330,Poisy,Auvergne-Rhône-Alpes,2005,Musique,http://www.rockomarais.net,45.9189291023,6.06312526002,juin,septembre
Les Rencontres Michel Foucault,86000,Poitiers,Nouvelle-Aquitaine,2012,Pluridisciplinaire,tap-poitiers.com,46.5839207726,0.359947653003,septembre,décembre
Pont D'Ouilly Sur Scène,14690,Pont-D'Ouilly,Normandie,2004,Musique,https://www.pontdouilly-loisirs.com/fr/,48.8768624805,-0.409034326859,juin,septembre
Biennale Du Livre D'Histoire,56300,Pontivy,Bretagne,1999,"Livre, littérature",www.ville-pontivy.bzh,48.0729953877,-2.97046592885,janvier,juin
Festival De La Galline,66660,Port-Vendres,Occitanie,2018,Pluridisciplinaire,https://www.lepetitagenda.com/fr/evenements/festival-de-la-galline-2021-0,42.5025817829,3.10455891207,juin,septembre
Festival Guitare De Puteaux,92800,Puteaux,Île-de-France,01/01/2017 00:00,Musique,http://www.puteaux.fr/Agenda/Festival-Guitare-2018,48.8837094969,2.23834178314,septembre,décembre
Entre 2 Rêves,33360 - 33880 - 33550,Quinsac,Nouvelle-Aquitaine,2005,Spectacle vivant,http://www.entre2reves.org,44.7509609178,-0.490697647694,janvier,juin
Festival Interplanétaire De Bd,51100,Reims,Grand Est,2012,"Livre, littérature",http://www.asso-trac.fr/,49.2514906066,4.0402302322,janvier,juin
L'Alambik,35000,Rennes,Bretagne,2012,Musique,https://musiqualambic.wordpress.com/,48.1119791219,-1.68186449144,janvier,juin
Festival Du Livre Jeunesse,83560,Rians,Provence-Alpes-Côte d'Azur,2012,"Livre, littérature",https://esope21.wordpress.com/,43.6055023788,5.74132523759,janvier,juin
Fête Du Livre De Roisey,42520,Roisey,Auvergne-Rhône-Alpes,2005,"Livre, littérature",https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2374,45.391280992,4.65752995946,juin,septembre
Festival Du Film Fantastique De Rouen,76000,Rouen,Normandie,2009,"Cinéma, audiovisuel",wwww.rouenfantastique.com,49.4413460103,1.09256784278,septembre,décembre
Festival This Is England,76000,Rouen,Normandie,2012,"Cinéma, audiovisuel",https://www.thisisengland-festival.com/,49.4413460103,1.09256784278,septembre,décembre
Regards Sur La Palestine,76000,Rouen,Normandie,2011,"Cinéma, audiovisuel",Il n'y a pas de site spécifique du festival,49.4413460103,1.09256784278,septembre,décembre
Terres Du Son,59350,Saint-André-Les-Lille,Hauts-de-France,2016,Musique,https://www.tumetonnesproductions.com,50.6597692969,3.04609387889,juin,septembre
7 Nights To Blues,59350,Saint-André-lez-Lille,Hauts-de-France,2006,Musique,https://www.villesaintandre.fr/Evenements/7-NIGHTS-TO-BLUES-FESTIVAL-AWEK-BLUES-BAND,50.6597692969,3.04609387889,juin,septembre
Festival De Saint-Céré,46400,Saint-Céré,Occitanie,1960,Spectacle vivant,www.scenograph.fr,44.8531827667,1.89258045388,juin,septembre
Dream Nation,93200,Saint-Denis,Île-de-France,2014,Musique,http://www.dreamnation.fr/,48.9295650455,2.3592429975,septembre,décembre
Bulles De Burle,48210,Sainte-Enimie,Occitanie,2007,"Livre, littérature",enimie-BD.fr,44.3777129567,3.41934570392,juin,septembre
Vibrations D'Été,33220,Sainte-Foy-la-Grande,Nouvelle-Aquitaine,2017,Musique,http://www.saintefoylagrande.net/,44.8408428381,0.217540501109,juin,septembre
Curieux Voyageurs,42100,Saint-Étienne,Auvergne-Rhône-Alpes,1979,Pluridisciplinaire,www.curieuxvoyageurs.com,45.4301235512,4.37913997076,janvier,juin
Les Croches En Choeur,33240,Saint-Gervais,Nouvelle-Aquitaine,2008,Musique,http://crochesenchoeur.choralia.fr/,45.0168841442,-0.466644365612,septembre,décembre
Festival De Danse À Saint-Hilaire-D’Ozilhan,30210,Saint-Hilaire-d'Ozilhan,Occitanie,2021,Spectacle vivant,https://www.helloasso.com/associations/seconde-parallele/collectes/soutenez-la-creation-de-saint-hilaire-danse-du-27-au-31-juillet-2021/,43.9723003096,4.59999456727,juin,septembre
Théâtre En L'Abbaye,17400,Saint-Jean-d'Angély,Nouvelle-Aquitaine,2004,Spectacle vivant,http://www.spectaclevivanta4.fr/,45.9427172637,-0.519834100838,septembre,décembre
Le Chant Des Pierres,69380,Saint-Jean-des-Vignes,Auvergne-Rhône-Alpes,2007,Musique,www.ekleknopopulace.fr,45.8746263893,4.68243695399,septembre,décembre
Gratte-Monde,38400,Saint-Martin-d'Hères,Auvergne-Rhône-Alpes,1986,"Livre, littérature",http://www.maisondelapoesierhonealpes.com,45.1762012553,5.76476360737,septembre,décembre
Saint Méd’Art Rock,17220,Saint-Médard-d'Aunis,Nouvelle-Aquitaine,2010,"Arts visuels, arts numériques",http://www.stmedartrock.com,46.1592023268,-0.967137851085,juin,septembre
Festival Des Abbayes,40990,Saint-Paul-lès-Dax,Nouvelle-Aquitaine,1970,Musique,http://www.festivaldesabbayes.org,43.7464083139,-1.08127980711,janvier,juin
Du Sang Sur La Page,33113,Saint-Symphorien,Nouvelle-Aquitaine,2006,"Livre, littérature",https://dusangsurlapage.fr,44.4230431057,-0.540077855567,janvier,juin
Festival D'Automne,83990,Saint-Tropez,Provence-Alpes-Côte d'Azur,2003,Musique,https://www.facebook.com/Amis.de.la.Musique.SaintTropez,43.262314383,6.66343039908,septembre,décembre
Festival De Théâtre De Saint-Valery-Sur-Somme,80230,Saint-Valéry-sur-Somme,Hauts-de-France,2008,Spectacle vivant,http://www.festival-saint-valery.fr/,50.1761767829,1.62262280183,juin,septembre
Usopop Festibala,64310,Sare,Nouvelle-Aquitaine,2011,Musique,http://www.usopop.com,43.296231493,-1.58652920554,septembre,décembre
Clap 89 - Festival International Du Court-Métrage,89100,Sens,Bourgogne-Franche-Comté,1987,"Cinéma, audiovisuel",http://www.clap89.com/,48.1956727015,3.29793332552,janvier,juin
Festi'Luy,64121,Serres-Castet,Nouvelle-Aquitaine,2011,Spectacle vivant,fr-fr.facebook.com/FestiLuy-281784258632010/,43.3796823116,-0.366642676872,juin,septembre
Soulac 1900,33780,Soulac-sur-Mer,Nouvelle-Aquitaine,2004,Spectacle vivant,http://www.label-soulac.fr/,45.493296382,-1.10918123147,janvier,juin
Les Elyziks,2100,St. Quentin,Hauts-de-France,2015,Musique,https://www.leselyziks.fr/,49.8472336321,3.27769499462,janvier,juin
"Festival Equestria, Magie Du Cheval Et Des Arts",65000,Tarbes,Occitanie,1995,Spectacle vivant,www.festivalequestria.com,43.2347859635,0.0660093937851,juin,septembre
Clown Hors Piste,56450,Theix-Noyalo,Bretagne,2010,"Livre, littérature",www.clownhorspiste.fr,47.6356885267,-2.64682620132,septembre,décembre
Festival De Musique De Toulon Et Sa Région,83000,Toulon,Provence-Alpes-Côte d'Azur,1951,Musique,www.festivalmusiquetoulon.com,43.1361589728,5.93239634249,juin,septembre
Festival International Toulouse Les Orgues,31000,Toulouse,Occitanie,1996,Musique,https://toulouse-les-orgues.org/,43.5963814303,1.43167293364,septembre,décembre
Nuits Du Slam,31000,Toulouse,Occitanie,2007,Spectacle vivant,https://www.nuitsduslam.fr/,43.5963814303,1.43167293364,janvier,juin
Marionnettissimo,31170,Tournefeuille,Occitanie,1990,Spectacle vivant,www.marionnettissimo.com,43.5781918597,1.33500697752,septembre,décembre
Choralliance,83440,Tourrettes,Provence-Alpes-Côte d'Azur,2009,Spectacle vivant,https:www.saint-martin-de-bromes.fr,43.6140539601,6.72378364475,janvier,juin
Festival Du Cinéma Belge En Garrigue,30700,Uzès,Occitanie,2011,"Cinéma, audiovisuel",festivalcinemabelge.fr,44.0136590402,4.41600031556,juin,septembre
Salon Du Livre Jeunesse Au Plan,26000,Valence,Auvergne-Rhône-Alpes,2001,"Livre, littérature",https://www.valence.fr/fr/tous-les-evenements/salon-du-livre-jeunesse-du-plan.html,44.9229811667,4.91444013136,janvier,juin
Le Merveilleux Festival,25700,Valentigney,Bourgogne-Franche-Comté,2019,"Livre, littérature",www.alalueurdescontes.fr,47.4647367767,6.82570788244,janvier,juin
Mas Musici,23120,Vallière,Nouvelle-Aquitaine,2016,Musique,http://www.masmusici.com/,45.9068796825,2.03866677382,juin,septembre
Contes En Maisons,77000,Villages des Seine et Marne,Île-de-France,2013,Spectacle vivant,www.fdfr77.org,48.5051016281,2.68647821336,janvier,juin
"Octobre Noir, Salon Du Livre Policier",38090,Villefontaine,Auvergne-Rhône-Alpes,2016,"Livre, littérature",https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/550,45.6136289454,5.15547673355,septembre,décembre
Science En Livre,59650,Villeneuve-d'Ascq,Hauts-de-France,2001,Pluridisciplinaire,http://www.scienceenlivre.org,50.6324372393,3.1535257221,janvier,juin
Rock Au Château,70110,Villersexel,Bourgogne-Franche-Comté,2015,Musique,rockauchateau.fr,47.559065822,6.42909523129,juin,septembre
Festival Du Film Italien De Villerupt,54190,Villerupt,Grand Est,1976,"Cinéma, audiovisuel",https://festival-villerupt.com,49.4647155933,5.92643741054,septembre,décembre
T.A.T ! - Théâtre Amour & Transats,94400,Vitry-sur-Seine,Île-de-France,2021,Spectacle vivant,https://nouveaugareautheatre.com/agenda/festival-ete-21,48.7882828307,2.39412680533,juin,septembre
À La Source,63530,Volvic,Auvergne-Rhône-Alpes,2009,Spectacle vivant,www.ville-volvic.fr,45.8681922975,3.01900139762,janvier,juin
Trait D'Union,59150,Wattrelos,Hauts-de-France,2015,"Livre, littérature",https://www.bm-wattrelos.fr/,50.7056367285,3.21628221056,septembre,décembre
"Sur Mesure, Festival Intercommunal Pour La Petite Enfance",59117,Wervicq-Sud,Hauts-de-France,2019,Spectacle vivant,https://www.lefiletlaguinde.com/,50.7620461406,3.05089776037,septembre,décembre
Festival De L'Oiseau Et De La Nature,80100,Abbeville,Hauts-de-France,1990,Pluridisciplinaire,www.festival-oiseau-nature.com,50.1083582944,1.83209170207,janvier,juin
Festival De Musiques Et Danses Du Monde,79600,Airvault,Nouvelle-Aquitaine,1992,Spectacle vivant,http://airvaudais-valduthouet.csc79.org,46.8329725103,-0.135880248296,juin,septembre
Festival De La Chanson Française,13100,Aix-en-Provence,Provence-Alpes-Côte d'Azur,2003,Musique,www.festival-chanson-francaise.com,43.5360708378,5.39857444582,septembre,décembre
Tiot Loupiot,62160,Aix-Noulette,Hauts-de-France,2001,Spectacle vivant,www.festival-tiotloupiot.com,50.4212424085,2.71263968704,septembre,décembre
Ambierle Bd,42820,Ambierle,Auvergne-Rhône-Alpes,2010,"Livre, littérature",festivalbd-ambierle.fr,46.1059597472,3.89158878833,septembre,décembre
Les Accroche-Coeurs,49020,Angers,Pays de la Loire,1999,Spectacle vivant,http://www.angers.fr/accrochecoeurs,47.476837416,-0.556125995444,septembre,décembre
Festival Saxophone En Mouvement,16000,Angoulême,Nouvelle-Aquitaine,2000,Musique,http://www.saxophone-evenement.com/,45.6472585146,0.14514490683,juin,septembre
Littératures Métisses,16000,Angoulême,Nouvelle-Aquitaine,1999,"Livre, littérature",http://www.musiques-metisses.com/litteratures-metisses/,45.6472585146,0.14514490683,janvier,juin
Biarritz Piano Festival,64200,Arcangues,Nouvelle-Aquitaine,2010,Musique,http://www.biarritzpianofestival.com/,43.4260778242,-1.51681726621,juin,septembre
Au Gray Des Mots,70100,Arc-lès-Gray,Bourgogne-Franche-Comté,2015,"Livre, littérature",gray.fr,47.4628603881,5.58172003346,septembre,décembre
Didouda,62000,Arras,Hauts-de-France,2003,Musique,www.didouda.net,50.2898964997,2.76587316711,janvier,juin
Festibal,17590,Ars-en-Ré,Nouvelle-Aquitaine,2015,Spectacle vivant,http://www.facebook.com/rejouir.iledere/,46.2111995219,-1.51504354145,juin,septembre
Marguest'O Live,82600,Aucamville,Occitanie,2018,Musique,https://marguestolive.wordpress.com/,43.7960241357,1.22532777135,janvier,juin
Les Enfants Lalala,56800,Augan,Bretagne,2016,Musique,timbrefm.fr,47.9122301916,-2.26794243142,septembre,décembre
Festival Serious,25720,Avanne-Aveney,Bourgogne-Franche-Comté,2005,Spectacle vivant,www.theseriousroadtrip.org,47.2013939319,5.9554996988,septembre,décembre
Cycle De Musiques Sacrées Du Festival D'Avignon,84000,Avignon,Provence-Alpes-Côte d'Azur,1967,Musique,www.musique-sacree-en-avignon.org,43.9352448339,4.84071572505,juin,septembre
Toma - Théâtres D’Outre-Mer En Avignon,84000,Avignon,Provence-Alpes-Côte d'Azur,1998,Spectacle vivant,Www.verbeincarne.fr,43.9352448339,4.84071572505,juin,septembre
Initiales Cirque,92220,Bagneux,Île-de-France,2018,Spectacle vivant,https://www.lepluspetitcirquedumonde.fr/,48.7983229866,2.30989995212,juin,septembre
Festi'Cuivres,55000,Bar-le-Duc,Grand Est,2004,Musique,http://cimbarleduc.over-blog.com,48.7642280465,5.16346492169,juin,septembre
Les Jours Heureux,64100,Bayonne,Nouvelle-Aquitaine,2010,Spectacle vivant,http://lesjoursheureux.info/,43.4922254016,-1.46607674358,janvier,juin
Festival 1895 Minutes,25000,Besançon,Bourgogne-Franche-Comté,2019,"Cinéma, audiovisuel",https://www.facebook.com/festival1895minutes,47.2553872249,6.01948696494,janvier,juin
Festival Photographie Besançon,25000,Besançon,Bourgogne-Franche-Comté,2017,"Arts visuels, arts numériques",http://grain-dpixel.fr/info/category/festival/,47.2553872249,6.01948696494,septembre,décembre
Festival Graines De Rue,87250,Bessines-sur-Gartempe,Nouvelle-Aquitaine,2002,Spectacle vivant,http://www.grainesderue.fr/,46.1088644019,1.3601193629,janvier,juin
Jeux D'Orgue,41000,Blois,Centre-Val de Loire,2000,Musique,http://jeuxdorgue41.free.fr/,47.5817013938,1.30625551583,juin,septembre
Pleins Feux Festival,74130,Bonneville,Auvergne-Rhône-Alpes,22ème,Musique,http://www.pleins-feux-festival.com,46.0739003968,6.40868532191,juin,septembre
Bordeaux Open Air,33000,Bordeaux,Nouvelle-Aquitaine,2016,Musique,http://www.bordeauxopenair.fr/,44.8572445351,-0.57369678116,juin,septembre
Fish Mind,33000,Bordeaux,Nouvelle-Aquitaine,2016,Spectacle vivant,http://fishandshoes.com,44.8572445351,-0.57369678116,janvier,juin
Le Nouveau Festival,33000,Bordeaux,Nouvelle-Aquitaine,2016,Spectacle vivant,http://www.nouvelle-aquitaine.fr,44.8572445351,-0.57369678116,janvier,juin
"Mascaret, Festival Occitan De Bordeaux",33000,Bordeaux,Nouvelle-Aquitaine,1996,Spectacle vivant,http://ostau-occitan.org/,44.8572445351,-0.57369678116,juin,septembre
Festival Au Village,79170,Brioux-sur-Boutonne,Nouvelle-Aquitaine,1989,Spectacle vivant,www.festivalauvillage.fr,46.1418337503,-0.218953610699,juin,septembre
Karavel,69500,Bron,Auvergne-Rhône-Alpes,2006,Spectacle vivant,http://www.polepik.com,45.7344856902,4.91168159471,septembre,décembre
Musicales En Côte Chalonnaise,71390,Buxy,Bourgogne-Franche-Comté,2002,Musique,www.musicales-cote-chalonnaise.fr,46.7130408432,4.71342619185,juin,septembre
Festival Interstice,14000,Caen,Normandie,2008,"Arts visuels, arts numériques",http://www.festival-interstice.net,49.1847936737,-0.369801713036,janvier,juin
Live Entre Les Livres,62100,Calais,Hauts-de-France,2012,Musique,https://www.pevelecarembault.fr/loisirs/agenda/ladaniva-live-entre-les-livres-landas,50.9502072754,1.87575566132,janvier,juin
Festival Du Cinéma Israëlien,6400,Cannes,Provence-Alpes-Côte d'Azur,1989,"Cinéma, audiovisuel",www.cinecroisette.com,43.5526202843,7.00427592728,janvier,juin
Festival Du Livre En Bretagne,29270,Carhaix-Plouguer,Bretagne,1990,"Livre, littérature",http://www.festivaldulivre-carhaix.bzh/fr/,48.2687578823,-3.56626363851,septembre,décembre
Wild Summer Festival,34170,Castelnau-Le-Lez,Occitanie,2016,"Arts visuels, arts numériques",www.wildsummer.fr,43.6380218809,3.91265416028,janvier,juin
Salon Du Livre Jeunesse De Chalon-Sur-Saône,71100,Chalon-sur-Saône,Bourgogne-Franche-Comté,2016,"Livre, littérature",https://www.facebook.com/salondulivreChalon,46.7900288793,4.85191555008,janvier,juin
L'Écho Du Caquetoire,41700,Cheverny,Centre-Val de Loire,2008,Spectacle vivant,www.echo-du-caquetoire.org,47.4773814435,1.45430435221,juin,septembre
Biches Festival,61230,Cisai-Saint-Aubin,Normandie,2015,Musique,https://biches-festival.fr/,48.7765975635,0.357700893574,janvier,juin
Les Musicales De Saint-Maurice,29360,Clohars-Carnoët,Bretagne,1999,Musique,www.clohars-carnoet.fr,47.7943407144,-3.56681364982,juin,septembre
Festival Des Musiques D’Aujourd’Hui À Demain,71250,Cluny,Bourgogne-Franche-Comté,2008,Musique,http://clunycontemporaine.org/,46.4303628582,4.67033276327,juin,septembre
Lec Festival Littératures Européennes Cognac,16100,Cognac,Nouvelle-Aquitaine,1988,"Livre, littérature",www.litteratures-europeennes.com,45.6962326551,-0.33507941815,septembre,décembre
L'Oeil Urbain,91100,Corbeil-Essonnes,Île-de-France,2013,"Arts visuels, arts numériques",http://loeilurbain.fr/fr/accueil.html,48.6034809251,2.46934079002,janvier,juin
Guitares En Cormatinois,71460,Cormatin,Bourgogne-Franche-Comté,2002,Musique,http://www.guitaresencormatinois.com/index.php,46.535532183,4.69561266719,juin,septembre
Les Troubadours Chantent L'Art Roman En Occitanie,11110,Coursan,Occitanie,2006,Spectacle vivant,https://festival-troubadoursartroman.fr/,43.247330951,3.05926886129,janvier,juin
Festiv'Ours,67650,Dambach-la-Ville,Grand Est,2012,Musique,https://m.facebook.com/FestivOurs.Dambach.la.Ville/,48.3231725111,7.4269277176,juin,septembre
Festival Deaville Green Awards,14800,Deauville,Normandie,2011,"Cinéma, audiovisuel",https://www.deauvillegreenawards.com/fr/,49.3543800887,0.0744665786308,janvier,juin
Demigny On The Rock,71150,Demigny,Bourgogne-Franche-Comté,1990,Musique,http://demignyontherock.weebly.com,46.9145180669,4.84793098636,janvier,juin
Cité En Musique,61700,Domfront,Normandie,2015,Musique,http://www.ot-domfront.com/,48.5824684934,-0.61398156582,juin,septembre
Paroles De Nuit,91210,Draveil,Île-de-France,2000,Spectacle vivant,maison-alphonse-daudet.fr,48.6778413772,2.42197801862,juin,septembre
Festival De Bd Jetez L'Encre,34690,Fabrègues,Occitanie,1998,"Livre, littérature",http://bd.jetezlencre.fr/,43.5344767016,3.77192951891,septembre,décembre
